state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AL,enrollmetric,pp_stloc_raw_AL,pp_fed_raw_AL,pp_total_raw_AL,pp_site_stloc_raw_AL,pp_site_fed_raw_AL,pp_site_raw_AL,pp_centshare_stloc_raw_AL,pp_centshare_fed_raw_AL,pp_centshare_raw_AL,schoolstloc_raw_AL,schoolfed_raw_AL,schooltot_raw_AL,pp_total_norm_NERDS,pp_centshare_loc_raw_AL,pp_centshare_st_raw_AL,pp_site_loc_raw_AL,pp_site_st_raw_AL,pp_total_loc_raw_AL,pp_total_st_raw_AL,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AL,2018-2019,AL-056,AL-056-0070,RANDOLPH COUNTY,WOODLAND ELEMENTARY SCHOOL,102820,102820,1505600100000.0,10282002438,339.0,PK-06,2,339.0,Fall ADA,7208,505,7851,6226.0,334.0,6640,982.0,171.0,1211.0,2443512.0,171195.0,2661489.0,8181.945591,422.0,560.0,100.0,6126.0,522,6686,0,0,0,0,0,0,0
AL,2018-2019,AL-056,AL-056-0060,RANDOLPH COUNTY,WOODLAND HIGH SCHOOL,102820,102820,1505600100000.0,10282001125,272.0,07-12,4,272.0,Fall ADA,10096,2316,13308,8749.0,2039.0,11627,1347.0,277.0,1681.0,2746112.0,629952.0,3619776.0,13635.48378,563.0,784.0,620.0,8129.0,1183,8913,0,0,0,0,0,0,0
AL,2018-2019,AL-188,AL-188-0020,ROANOKE CITY,HANDLEY HIGH SCHOOL,102850,102850,1505600200000.0,10285001126,485.0,09-12,4,485.0,Fall ADA,7347,1360,9015,6083.0,1195.0,7586,1264.0,165.0,1429.0,3563295.0,659600.0,4372275.0,9314.021783,736.0,528.0,482.0,5601.0,1218,6129,0,0,0,0,0,0,0
AL,2018-2019,AL-188,AL-188-0010,ROANOKE CITY,HANDLEY MIDDLE SCHOOL,102850,102850,1505600200000.0,10285001127,547.0,04-08,3,547.0,Fall ADA,6786,1230,8210,5581.0,1090.0,6866,1204.0,140.0,1345.0,3711942.0,672810.0,4490870.0,8509.532459,693.0,511.0,366.0,5215.0,1060,5726,0,0,0,0,0,0,0
AL,2018-2019,AL-188,AL-188-0030,ROANOKE CITY,KNIGHT ENLOE ELEMENTARY SCHOOL,102850,102850,1505600200000.0,10285001128,487.0,PK-03,2,487.0,Fall ADA,7412,1598,9180,6430.0,1446.0,8045,982.0,152.0,1134.0,3609644.0,778226.0,4470660.0,9478.91711,458.0,524.0,355.0,6075.0,813,6599,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0020,RUSSELL COUNTY,DIXIE ELEMENTARY SCHOOL,102880,102880,1505700200000.0,10288001132,214.0,PK-05,2,214.0,Fall ADA,9039,2569,11684,6913.0,2149.0,9136,2126.0,420.0,2548.0,1934346.0,549766.0,2500376.0,11724.32725,529.0,1597.0,287.0,6626.0,816,8223,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0030,RUSSELL COUNTY,LADONIA ELEMENTARY SCHOOL,102880,102880,1505700200000.0,10288001133,414.0,PK-05,2,414.0,Fall ADA,8692,2625,11465,6729.0,1777.0,8653,1963.0,848.0,2812.0,3598488.0,1086750.0,4746510.0,11505.46618,578.0,1385.0,389.0,6340.0,967,7725,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0040,RUSSELL COUNTY,MOUNT OLIVE INTERMEDIATE SCHOOL,102880,102880,1505700200000.0,10288001134,369.0,03-05,2,369.0,Fall ADA,7530,2201,9863,5444.0,1951.0,7524,2087.0,250.0,2338.0,2778570.0,812169.0,3639447.0,9904.482456,606.0,1481.0,349.0,5095.0,955,6575,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0035,RUSSELL COUNTY,MT OLIVE PRIMARY SCHOOL,102880,102880,1505700200000.0,10288002192,379.0,PK-02,2,379.0,Fall ADA,7718,605,8494,6014.0,183.0,6364,1705.0,423.0,2130.0,2925122.0,229295.0,3219226.0,8536.350923,416.0,1289.0,157.0,5857.0,572,7146,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0050,RUSSELL COUNTY,OLIVER ELEMENTARY SCHOOL,102880,102880,1505700200000.0,10288001135,409.0,PK-05,2,409.0,Fall ADA,7610,1833,9534,5577.0,1550.0,7216,2033.0,284.0,2318.0,3112490.0,749697.0,3899406.0,9575.691167,549.0,1484.0,305.0,5272.0,854,6756,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0065,RUSSELL COUNTY,RUSSELL COUNTY HIGH SCHOOL,102880,102880,1505700200000.0,10288001802,877.0,09-12,4,877.0,Fall ADA,9072,1378,10679,6759.0,1066.0,8052,2313.0,312.0,2627.0,7956144.0,1208506.0,9365483.0,10719.9648,904.0,1409.0,906.0,5853.0,1810,7262,0,0,0,0,0,0,0
AL,2018-2019,AL-057,AL-057-0075,RUSSELL COUNTY,RUSSELL COUNTY MIDDLE SCHOOL,102880,102880,1505700200000.0,10288001441,785.0,06-08,3,785.0,Fall ADA,6728,1369,8154,4893.0,1109.0,6057,1835.0,261.0,2097.0,5281480.0,1074665.0,6400890.0,8196.566612,622.0,1213.0,411.0,4482.0,1033,5695,0,0,0,0,0,0,0
AL,2018-2019,AL-189,AL-189-0010,RUSSELLVILLE CITY,RUSSELLVILLE ELEMENTARY SCHOOL,102910,102910,1503000200000.0,10291001140,546.0,03-05,2,546.0,Fall ADA,7381,2552,10187,6131.0,2397.0,8763,1250.0,155.0,1423.0,4030026.0,1393392.0,5562102.0,10214.60023,479.0,771.0,460.0,5671.0,939,6442,0,0,0,0,0,0,0
AL,2018-2019,AL-189,AL-189-0030,RUSSELLVILLE CITY,RUSSELLVILLE HIGH SCHOOL,102910,102910,1503000200000.0,10291001142,721.0,09-12,4,721.0,Fall ADA,9237,1356,11416,7872.0,1169.0,9846,1365.0,187.0,1570.0,6659877.0,977676.0,8230936.0,11442.82057,586.0,779.0,1567.0,6305.0,2153,7084,0,0,0,0,0,0,0
AL,2018-2019,AL-189,AL-189-0020,RUSSELLVILLE CITY,RUSSELLVILLE MIDDLE SCHOOL,102910,102910,1503000200000.0,10291001141,530.0,06-08,3,530.0,Fall ADA,7254,1547,8997,5969.0,1446.0,7592,1286.0,101.0,1405.0,3844620.0,819910.0,4768410.0,9025.35514,505.0,781.0,589.0,5380.0,1094,6160,0,0,0,0,0,0,0
AL,2018-2019,AL-189,AL-189-0040,RUSSELLVILLE CITY,WEST ELEMENTARY SCHOOL,102910,102910,1503000200000.0,10291001143,659.0,PK-02,2,659.0,Fall ADA,8361,1997,10499,7153.0,1864.0,9140,1209.0,133.0,1359.0,5509899.0,1316023.0,6918841.0,10526.4023,481.0,728.0,515.0,6638.0,995,7366,0,0,0,0,0,0,0
AL,2018-2019,AL-187,AL-187-0010,SARALAND CITY,SARALAND EARLY EDUCATION CENTER,100185,100185,1504910100000.0,10018502427,461.0,PK-01,1,454.0,Fall ADA,7940,855,9106,6524.0,791.0,7612,1416.0,64.0,1494.0,3604760.0,388170.0,4134124.0,9239.249403,329.0,1087.0,486.0,6038.0,815,7125,0,0,0,0,0,0,0
AL,2018-2019,AL-187,AL-187-0630,SARALAND CITY,SARALAND ELEMENTARY SCHOOL,100185,100185,1504910100000.0,10018500952,876.0,02-05,2,876.0,Fall ADA,7010,900,8262,5726.0,789.0,6853,1283.0,110.0,1409.0,6140760.0,788400.0,7237512.0,8395.78482,322.0,961.0,450.0,5276.0,773,6237,0,0,0,0,0,0,0
AL,2018-2019,AL-187,AL-187-0635,SARALAND CITY,SARALAND HIGH SCHOOL,100185,100185,1504910100000.0,10018502137,1050.0,09-12,4,1050.0,Fall ADA,9063,984,10625,7369.0,835.0,8767,1695.0,149.0,1858.0,9516150.0,1033200.0,11156250.0,10757.28578,630.0,1065.0,1747.0,5622.0,2377,6686,0,0,0,0,0,0,0
AL,2018-2019,AL-187,AL-187-0020,SARALAND CITY,SARALAND MIDDLE SCHOOLADAMS CAMPUS,100185,100185,1504910100000.0,10018500893,727.0,06-08,3,727.0,Fall ADA,7156,1045,8656,5741.0,899.0,7080,1415.0,146.0,1576.0,5202412.0,759715.0,6292912.0,8789.534874,376.0,1039.0,783.0,4958.0,1159,5997,0,0,0,0,0,0,0
AL,2018-2019,AL-196,AL-196-0010,SATSUMA CITY,ROBERT E LEE ELEMENTARY,100189,100189,1504910300000.0,10018902196,763.0,PK-06,2,763.0,Fall ADA,7295,1055,8602,6343.0,983.0,7576,952.0,72.0,1026.0,5566085.0,804965.0,6563326.0,8708.509819,525.0,427.0,564.0,5779.0,1090,6205,0,0,0,0,0,0,0
AL,2018-2019,AL-196,AL-196-0020,SATSUMA CITY,SATSUMA HIGH SCHOOL,100189,100189,1504910300000.0,10018902195,770.0,07-12,4,770.0,Fall ADA,8030,895,9796,6868.0,817.0,8546,1163.0,78.0,1250.0,6183100.0,689150.0,7542920.0,9901.752369,636.0,527.0,910.0,5958.0,1545,6485,0,0,0,0,0,0,0
AL,2018-2019,AL-190,AL-190-0020,SCOTTSBORO CITY,CALDWELL ELEMENTARY SCHOOL,102940,102940,1503600200000.0,10294001145,543.0,01-03,2,543.0,Fall ADA,8382,1483,9935,6613.0,1366.0,8011,1769.0,117.0,1925.0,4551426.0,805269.0,5394705.0,10025.7931,798.0,971.0,670.0,5943.0,1468,6914,0,0,0,0,0,0,0
AL,2018-2019,AL-190,AL-190-0050,SCOTTSBORO CITY,COLLINS INTERMEDIATE SCHOOL,102940,102940,1503600200000.0,10294001486,543.0,04-06,2,543.0,Fall ADA,7981,1463,9552,6234.0,1320.0,7625,1746.0,143.0,1927.0,4333683.0,794409.0,5186736.0,9643.036067,706.0,1040.0,551.0,5683.0,1258,6723,0,0,0,0,0,0,0
AL,2018-2019,AL-190,AL-190-0030,SCOTTSBORO CITY,SCOTTSBORO HIGH SCHOOL,102940,102940,1503600200000.0,10294001147,791.0,09-12,4,791.0,Fall ADA,8625,752,10057,6681.0,678.0,8002,1944.0,74.0,2055.0,6822375.0,594832.0,7955087.0,10147.7157,813.0,1131.0,1160.0,5521.0,1973,6652,0,0,0,0,0,0,0
AL,2018-2019,AL-190,AL-190-0040,SCOTTSBORO CITY,SCOTTSBORO JUNIOR HIGH SCHOOL,102940,102940,1503600200000.0,10294001148,381.0,07-08,3,381.0,Fall ADA,7780,1276,9158,6008.0,1183.0,7254,1772.0,93.0,1903.0,2964180.0,486156.0,3489198.0,9249.286013,641.0,1131.0,627.0,5381.0,1268,6512,0,0,0,0,0,0,0
AL,2018-2019,AL-190,AL-190-0028,SCOTTSBORO CITY,THURSTON T NELSON ELEMENTARY SCHOOL,102940,102940,1503600200000.0,10294001587,234.0,PK-KG,1,234.0,Fall ADA,10389,2317,12787,8401.0,2206.0,10650,1988.0,111.0,2136.0,2431026.0,542178.0,2992158.0,12875.98385,806.0,1182.0,1069.0,7332.0,1875,8514,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0010,SELMA CITY,BYRD FIRST CLASS EARLY LEARNING CENTER,102970,102970,1502400200000.0,10297001149,138.0,PK-PK,1,,Fall ADA,7127,5236,12393,2099.0,1287.0,3415,5028.0,3949.0,8978.0,,,,13016.40681,169.0,4859.0,569.0,1530.0,738,6389,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0020,SELMA CITY,CEDAR PARK ELEMENTARY SCHOOL,102970,102970,1502400200000.0,10297001150,121.0,PK-05,2,121.0,Fall ADA,10740,2600,13488,9197.0,1792.0,11130,1542.0,808.0,2358.0,1299540.0,314600.0,1632048.0,14110.71216,422.0,1120.0,808.0,8389.0,1231,9509,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0030,SELMA CITY,CLARK ELEMENTARY SCHOOL,102970,102970,1502400200000.0,10297001151,298.0,PK-05,2,298.0,Fall ADA,7880,2448,10376,6553.0,1596.0,8190,1327.0,852.0,2186.0,2348240.0,729504.0,3092048.0,11000.68635,349.0,978.0,446.0,6107.0,795,7085,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0060,SELMA CITY,EDGEWOOD ELEMENTARY SCHOOL,102970,102970,1502400200000.0,10297001154,313.0,KG-05,2,313.0,Fall ADA,7330,1918,9321,5981.0,1323.0,7370,1350.0,595.0,1951.0,2294290.0,600334.0,2917473.0,9946.355624,350.0,1000.0,456.0,5525.0,805,6525,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0080,SELMA CITY,KNOX ELEMENTARY SCHOOL,102970,102970,1502400200000.0,10297001156,182.0,KG-05,2,182.0,Fall ADA,8163,2210,10465,6780.0,1592.0,8457,1383.0,617.0,2008.0,1485666.0,402220.0,1904630.0,11089.62989,353.0,1030.0,466.0,6314.0,819,7344,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0090,SELMA CITY,MEADOWVIEW ELEMENTARY SCHOOL,102970,102970,1502400200000.0,10297001157,256.0,KG-05,2,256.0,Fall ADA,8235,1741,10109,6892.0,1156.0,8173,1343.0,585.0,1936.0,2108160.0,445696.0,2587904.0,10733.85573,338.0,1005.0,398.0,6494.0,736,7499,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0100,SELMA CITY,PAYNE ELEMENTARY SCHOOL,102970,102970,1502400200000.0,10297001158,210.0,PK-05,2,210.0,Fall ADA,8371,2016,10444,7004.0,1350.0,8404,1367.0,666.0,2041.0,1757910.0,423360.0,2193240.0,11068.64321,358.0,1009.0,486.0,6518.0,844,7527,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0120,SELMA CITY,RBHUDSON MIDDLE SCHOOL,102970,102970,1502400200000.0,10297001161,412.0,07-08,3,412.0,Fall ADA,8163,1965,10243,6651.0,1244.0,8003,1512.0,721.0,2241.0,3363156.0,809580.0,4220116.0,10867.77072,522.0,990.0,1125.0,5526.0,1647,6516,0,0,0,0,0,0,0
AL,2018-2019,AL-191,AL-191-0050,SELMA CITY,SCHOOL OF DISCOVERY GENESIS CENTER,102970,102970,1502400200000.0,10297001153,232.0,06-06,2,232.0,Fall ADA,7930,2062,10162,6537.0,1412.0,8112,1393.0,650.0,2050.0,1839760.0,478384.0,2357584.0,10786.82211,442.0,951.0,884.0,5653.0,1326,6604,0,0,0,0,0,0,0
